catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
"obras,10,10.1,obras_10_01_11,R/P1Y,pct_trab_conninxs_var_38,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 jujuy,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.7,0.0,inf,False,180,2,10,17"
"obras,10,10.1,obras_10_01_12,R/P1Y,pct_trab_conninxs_var_42,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 la pampa,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.4,0.0,inf,False,188,2,11,21"
"obras,10,10.1,obras_10_01_13,R/P1Y,pct_trab_conninxs_var_46,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 la rioja,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.4,0.0,inf,False,208,1,9,23"
"obras,10,10.1,obras_10_01_14,R/P1Y,pct_trab_conninxs_var_50,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 mendoza,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.8,0.0,inf,False,192,2,8,23"
"obras,10,10.1,obras_10_01_15,R/P1Y,pct_trab_conninxs_var_54,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 misiones,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.8,0.0,inf,False,181,2,9,15"
"obras,10,10.1,obras_10_01_16,R/P1Y,pct_trab_conninxs_var_58,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 neuquén,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.6,0.0,inf,False,186,2,9,17"
"obras,10,10.1,obras_10_01_17,R/P1Y,pct_trab_conninxs_var_62,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 río negro,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.7,0.0,inf,False,186,3,9,15"
"obras,10,10.1,obras_10_01_18,R/P1Y,pct_trab_conninxs_var_66,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 salta,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.5,0.0,inf,False,188,1,8,17"
"obras,10,10.1,obras_10_01_19,R/P1Y,pct_trab_conninxs_var_70,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 san juan,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.5,0.0,inf,False,181,3,11,18"
"obras,10,10.1,obras_10_01_20,R/P1Y,pct_trab_conninxs_var_74,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 san luis,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.6,0.0,inf,False,186,3,11,24"
"obras,10,10.1,obras_10_01_21,R/P1Y,pct_trab_conninxs_var_78,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 santa cruz,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.8,0.0,inf,False,185,2,9,17"
"obras,10,10.1,obras_10_01_22,R/P1Y,pct_trab_conninxs_var_82,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 santa fe,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.6,0.0,inf,False,177,3,10,17"
"obras,10,10.1,obras_10_01_23,R/P1Y,pct_trab_conninxs_var_86,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 santiago del establecimientos deero,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.6,0.0,inf,False,182,4,12,18"
"obras,10,10.1,obras_10_01_24,R/P1Y,pct_trab_conninxs_var_94,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 tierra del fuego,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.6,0.0,inf,False,193,2,11,19"
"obras,10,10.1,obras_10_01_25,R/P1Y,pct_trab_conninxs_var_90,Porcentaje,Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 tucumán,""Porcentaje de varones de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-conninxs-var.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,0.6,0.0,inf,False,185,3,10,17"
"obras,10,10.2,obras_10_02_01,R/P1Y,pct_trab_noremu_conninxs_muj_arg,Porcentaje,Porcentaje de mujeres de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado 2013 Argentina,""Porcentaje de mujeres de 18 años y más con presencia de 2 o más niños o niñas de 6 años que participan en el trabajo no remunerado: quehaceres domésticos, apoyo escolar y cuidado de las personas."",Dirección Nacional de Transparencia. Ministerio de Obras Públicas,https://transparencia.obraspublicas.gob.ar/pct-trab-noremu-conninxs-muj.csv,Sistema sociodemográfico - Cuidados,Ministerio de Obras Públicas. Secretaría de Gestión Administrativa.Dirección General de Tecnologías de la Información y las Comunicaciones. Dirección Nacional de Transparencia,Sistema sociodemográfico - Cuidados,Sistema sociodemográfico - Cuidados,Sociedad,2012-01-01,2013-01-01,2,4157,False,1.0,0.0,inf,False,217,3,10,25"
